"assay_component_name"	"technological_target_type_sub"	"chnm"	"casn"	"Efficacy/potency"	"stkc"	"stkc_unit"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	7	11	t	1	0.411522634	0.56
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	7	10	t	1	0.411522634	0.58
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	6	11	t	1	1.234567901	0.53
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	6	10	t	1	1.234567901	0.52
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	5	10	t	1	3.703703704	0.61
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	5	11	t	1	3.703703704	0.63
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	4	10	t	1	11.11111111	0.74
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	4	11	t	1	11.11111111	0.75
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	3	11	t	1	33.33333333	0.72
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	3	10	t	1	33.33333333	0.96
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	2	10	t	1	100.0	1.44
CEETOX_H295R_ESTRADIOL	Estradiol	"1-(Bromomethyl)-3-phenoxybenzene"	"51632-16-7"	intermediate	100.0	mM	"09Apr2014.Plate.26"	2	11	t	1	100.0	1.43
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	7	6	t	1	0.044	1.39
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	7	9	t	1	0.044	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	7	7	t	1	0.044	1.35
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	7	8	t	1	0.044	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	6	9	t	1	0.132	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	6	6	t	1	0.132	1.23
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	6	7	t	1	0.132	1.21
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	6	8	t	1	0.132	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	5	7	t	1	0.396296296	1.3
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	5	6	t	1	0.396296296	1.43
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	5	8	t	1	0.396296296	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	5	9	t	1	0.396296296	0.07
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	4	8	t	1	1.188888889	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	4	6	t	1	1.188888889	1.44
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	4	7	t	1	1.188888889	1.82
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	4	9	t	1	1.188888889	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	3	8	t	1	3.566666667	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	3	9	t	1	3.566666667	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	3	7	t	1	3.566666667	2.02
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	3	6	t	1	3.566666667	1.88
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	2	6	t	1	10.7	2.55
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"03Sep2014.Plate.1"	2	7	t	1	10.7	2.2
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	2	8	t	1	10.7	0.18
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Chloroanthraquinone"	"82-44-0"	intermediate	10.699999809265137	mM	"10Jun2015.Plate.20"	2	9	t	1	10.7	0.16
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	7	8	t	1	0.412	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	7	9	t	1	0.412	0.07
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	6	9	t	1	1.235666667	0.07
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	6	8	t	1	1.235666667	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	5	8	t	1	3.707333333	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	5	9	t	1	3.707333333	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	4	8	t	1	11.12233333	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	4	9	t	1	11.12233333	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	3	8	t	1	33.36666667	0.2
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	3	9	t	1	33.36666667	0.19
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	2	8	t	1	100.1	0.18
CEETOX_H295R_ESTRADIOL	Estradiol	"1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone"	"59756-60-4"	lower	100.0999984741211	mM	"10Jun2015.Plate.11"	2	9	t	1	100.1	0.17
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	7	8	t	1	0.041333333	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	7	9	t	1	0.041333333	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	6	9	t	1	0.123666667	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	6	8	t	1	0.123666667	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	5	9	t	1	0.370666667	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	5	8	t	1	0.370666667	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	4	9	t	1	1.112333333	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	4	8	t	1	1.112333333	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	3	8	t	1	3.336666667	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	3	9	t	1	3.336666667	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	2	8	t	1	10.01	0.2
CEETOX_H295R_ESTRADIOL	Estradiol	"1,​2-​Benzenediol"	"120-80-9"	lower	100.0999984741211	mM	"10Jun2015.Plate.16"	2	9	t	1	10.01	0.16
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	7	7	t	1	0.041152263	0.57
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	7	6	t	1	0.041152263	0.64
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	6	7	t	1	0.12345679	0.57
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	6	6	t	1	0.12345679	0.66
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	5	7	t	1	0.37037037	0.67
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	5	6	t	1	0.37037037	0.61
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	4	6	t	1	1.111111111	0.74
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	4	7	t	1	1.111111111	0.59
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	3	6	t	1	3.333333333	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	3	7	t	1	3.333333333	0.76
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	2	6	t	1	10.0	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"1,2-Phenylenediamine"	"95-54-5"	lower	100.0	mM	"02Apr2014.Plate.10"	2	7	t	1	10.0	0.94
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	7	5	t	1	0.041152263	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	7	4	t	1	0.041152263	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	6	4	t	1	0.12345679	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	6	5	t	1	0.12345679	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	5	5	t	1	0.37037037	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	4	4	t	1	1.111111111	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	4	5	t	1	1.111111111	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	3	4	t	1	3.333333333	0.22
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	3	5	t	1	3.333333333	0.23
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	2	5	t	1	10.0	0.18
CEETOX_H295R_ESTRADIOL	Estradiol	"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)"	"149062-75-9"	higher	10.0	mM	"26Mar2014.Plate.18"	2	4	t	1	10.0	0.17
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	7	7	t	1	0.411522634	0.59
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	7	6	t	1	0.411522634	0.51
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	6	7	t	1	1.234567901	0.5
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	6	6	t	1	1.234567901	0.52
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	5	7	t	1	3.703703704	0.81
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	5	6	t	1	3.703703704	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	4	7	t	1	11.11111111	0.98
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	4	6	t	1	11.11111111	1.16
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	3	6	t	1	33.33333333	1.14
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	3	7	t	1	33.33333333	1.25
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	2	6	t	1	100.0	0.31
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Benzenediamine"	"106-50-3"	higher	100.0	mM	"09Apr2014.Plate.30"	2	7	t	1	100.0	0.36
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	7	8	t	1	0.205761317	0.86
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	7	9	t	1	0.205761317	0.75
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	6	9	t	1	0.617283951	0.82
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	6	8	t	1	0.617283951	0.55
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	5	8	t	1	1.851851852	0.84
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	5	9	t	1	1.851851852	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	4	9	t	1	5.555555556	0.95
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	4	8	t	1	5.555555556	0.73
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	3	8	t	1	16.66666667	1.23
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	3	9	t	1	16.66666667	1.16
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	2	8	t	1	50.0	1.32
CEETOX_H295R_ESTRADIOL	Estradiol	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	2	9	t	1	50.0	1.22
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	7	8	t	1	0.041111111	0.5
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	7	9	t	1	0.041111111	0.38
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	6	9	t	1	0.123333333	0.36
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	6	8	t	1	0.123333333	0.48
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	5	9	t	1	0.37	0.52
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	5	8	t	1	0.37	0.61
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	4	8	t	1	1.11	0.56
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	4	9	t	1	1.11	0.7
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	3	8	t	1	3.33	0.67
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	3	9	t	1	3.33	0.58
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	2	8	t	1	9.99	0.75
CEETOX_H295R_ESTRADIOL	Estradiol	"1,5-Naphthalenediamine"	"2243-62-1"	lower	99.9000015258789	mM	"09Apr2014.Plate.3"	2	9	t	1	9.99	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	7	11	t	1	0.411934156	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	7	10	t	1	0.411934156	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	6	11	t	1	1.235802469	0.07
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	6	10	t	1	1.235802469	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	5	11	t	1	3.707407407	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	5	10	t	1	3.707407407	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	4	11	t	1	11.12222222	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	4	10	t	1	11.12222222	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	3	11	t	1	33.36666667	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	3	10	t	1	33.36666667	0.16
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	2	10	t	1	100.1	0.18
CEETOX_H295R_ESTRADIOL	Estradiol	"10-Undecenoic acid"	"112-38-9"	lower	100.0999984741211	mM	"26Mar2014.Plate.9"	2	11	t	1	100.1	0.19
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"02Apr2014.Plate.26"	7	4	t	1	0.041193416	1.54
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"10Jun2015.Plate.15"	7	10	t	1	0.041193416	4.83
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"10Jun2015.Plate.15"	7	11	t	1	0.041193416	4.65
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"02Apr2014.Plate.26"	6	5	t	1	0.123580247	8.0
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"10Jun2015.Plate.15"	6	11	t	1	0.123580247	15.68
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"02Apr2014.Plate.26"	6	4	t	1	0.123580247	6.95
CEETOX_H295R_ESTRADIOL	Estradiol	"17alpha-Estradiol"	"57-91-0"	hormone substrate	100.0999984741211	mM	"10Jun2015.Plate.15"	6	10	t	1	0.123580247	15.22
