"assay_component_name"	"technological_target_type_sub"	"chnm"	"casn"	"Efficacy/potency"	"stkc"	"stkc_unit"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	5	6	t	1	3.703703704	0.95
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	4	7	t	1	11.11111111	1.07
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	4	6	t	1	11.11111111	1.14
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	3	6	t	1	33.33333333	1.21
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	3	7	t	1	33.33333333	1.07
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	2	7	t	1	100.0	0.81
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine"	"119-90-4"	intermediate	100.0	mM	"02Apr2014.Plate.9"	2	6	t	1	100.0	1.08
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	7	5	t	1	0.082304527	0.49
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	7	4	t	1	0.082304527	0.45
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	6	5	t	1	0.24691358	0.5
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	6	4	t	1	0.24691358	0.44
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	5	4	t	1	0.740740741	0.59
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	5	5	t	1	0.740740741	0.58
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	4	5	t	1	2.222222222	0.48
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	4	4	t	1	2.222222222	0.62
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	3	4	t	1	6.666666667	0.94
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	3	5	t	1	6.666666667	0.96
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	2	4	t	1	20.0	0.73
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethoxybenzidine dihydrochloride"	"20325-40-0"	intermediate	20.0	mM	"09Apr2014.Plate.7"	2	5	t	1	20.0	0.86
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	7	9	t	1	0.411111111	0.91
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	7	8	t	1	0.411111111	0.85
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	6	8	t	1	1.233333333	0.96
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	6	9	t	1	1.233333333	0.98
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	5	9	t	1	3.7	0.94
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	5	8	t	1	3.7	1.19
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	4	8	t	1	11.1	1.42
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	4	9	t	1	11.1	1.36
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	3	9	t	1	33.3	1.46
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	3	8	t	1	33.3	1.88
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	2	8	t	1	99.9	1.84
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine"	"119-93-7"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.32"	2	9	t	1	99.9	1.89
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	7	4	t	1	0.082304527	0.68
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	7	5	t	1	0.082304527	0.68
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	6	4	t	1	0.24691358	0.55
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	6	5	t	1	0.24691358	0.56
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	5	5	t	1	0.740740741	0.57
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	5	4	t	1	0.740740741	0.62
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	4	5	t	1	2.222222222	0.68
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	4	4	t	1	2.222222222	0.7
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	3	5	t	1	6.666666667	0.78
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	3	4	t	1	6.666666667	0.83
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	2	5	t	1	20.0	1.05
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3'-Dimethylbenzidine dihydrochloride"	"612-82-8"	intermediate	20.0	mM	"09Apr2014.Plate.28"	2	4	t	1	20.0	1.02
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	7	9	t	1	0.041193416	0.5
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	7	8	t	1	0.041193416	0.53
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	6	9	t	1	0.123580247	0.44
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	6	8	t	1	0.123580247	0.49
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	5	8	t	1	0.370740741	0.53
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	5	9	t	1	0.370740741	0.5
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	4	8	t	1	1.112222222	0.59
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	4	9	t	1	1.112222222	0.52
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	3	9	t	1	3.336666667	0.77
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	3	8	t	1	3.336666667	0.82
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	2	8	t	1	10.01	0.74
CEETOX_H295R_ESTRADIOL	Estradiol	"3,3',5,5'-Tetrabromobisphenol A"	"79-94-7"	intermediate	100.0999984741211	mM	"09Apr2014.Plate.2"	2	9	t	1	10.01	0.7
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	7	5	t	1	0.041111111	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	7	4	t	1	0.041111111	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	6	4	t	1	0.123333333	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	6	5	t	1	0.123333333	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	5	5	t	1	0.37	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	5	4	t	1	0.37	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	4	5	t	1	1.11	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	4	4	t	1	1.11	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	3	5	t	1	3.33	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	3	4	t	1	3.33	0.16
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	2	5	t	1	9.99	0.2
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Diaminotoluene"	"496-72-0"	intermediate	99.9000015258789	mM	"26Mar2014.Plate.12"	2	4	t	1	9.99	0.22
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	7	11	t	1	0.411522634	0.51
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	7	10	t	1	0.411522634	0.59
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	6	11	t	1	1.234567901	0.54
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	6	10	t	1	1.234567901	0.53
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	5	10	t	1	3.703703704	0.56
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	5	11	t	1	3.703703704	0.56
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	4	11	t	1	11.11111111	0.68
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	4	10	t	1	11.11111111	0.69
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	3	11	t	1	33.33333333	0.76
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	3	10	t	1	33.33333333	0.79
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	2	11	t	1	100.0	1.11
CEETOX_H295R_ESTRADIOL	Estradiol	"3,4-Dimethylphenol"	"95-65-8"	intermediate	100.0	mM	"02Apr2014.Plate.8"	2	10	t	1	100.0	1.08
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	7	5	t	1	0.411934156	0.82
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	7	4	t	1	0.411934156	0.87
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	6	4	t	1	1.235802469	0.77
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	6	5	t	1	1.235802469	0.65
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	5	4	t	1	3.707407407	1.06
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	5	5	t	1	3.707407407	0.86
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	4	4	t	1	11.12222222	0.74
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	4	5	t	1	11.12222222	1.03
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	3	5	t	1	33.36666667	0.99
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	3	4	t	1	33.36666667	1.12
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	2	4	t	1	100.1	1.23
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(2-Methylbutan-2-yl)phenol"	"80-46-6"	lower	100.0999984741211	mM	"02Apr2014.Plate.15"	2	5	t	1	100.1	1.03
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	7	9	t	1	0.411522634	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	7	8	t	1	0.411522634	0.16
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	7	6	t	1	0.411522634	1.34
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	7	7	t	1	0.411522634	1.34
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	6	9	t	1	1.234567901	0.13
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	6	6	t	1	1.234567901	1.3
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	6	8	t	1	1.234567901	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	6	7	t	1	1.234567901	1.52
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	5	9	t	1	3.703666667	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	5	6	t	1	3.703666667	1.36
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	5	7	t	1	3.703666667	1.44
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	5	8	t	1	3.703666667	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	4	8	t	1	11.111	0.14
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	4	7	t	1	11.111	1.79
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	4	9	t	1	11.111	0.12
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	4	6	t	1	11.111	1.79
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	3	6	t	1	33.33333333	1.8
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	3	7	t	1	33.33333333	1.78
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	3	8	t	1	33.33333333	0.09
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	3	9	t	1	33.33333333	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	2	6	t	1	100.0	1.98
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	2	8	t	1	100.0	0.15
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"03Sep2014.Plate.7"	2	7	t	1	100.0	2.03
CEETOX_H295R_ESTRADIOL	Estradiol	"4-(Diethylamino)benzaldehyde"	"120-21-8"	lower	100.0	mM	"10Jun2015.Plate.26"	2	9	t	1	100.0	0.11
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	7	9	t	1	0.411111111	0.58
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	7	8	t	1	0.411111111	0.71
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	6	9	t	1	1.233333333	0.6
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	6	8	t	1	1.233333333	0.62
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	5	9	t	1	3.7	0.8
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	5	8	t	1	3.7	0.8
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	4	8	t	1	11.1	0.93
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	4	9	t	1	11.1	0.97
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	3	9	t	1	33.3	1.46
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	3	8	t	1	33.3	1.32
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	2	9	t	1	99.9	0.94
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Aminoazobenzene"	"60-09-3"	intermediate	99.9000015258789	mM	"02Apr2014.Plate.31"	2	8	t	1	99.9	0.94
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	7	10	t	1	0.411522634	0.67
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	7	11	t	1	0.411522634	0.83
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	6	11	t	1	1.234567901	0.82
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	6	10	t	1	1.234567901	0.78
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	5	11	t	1	3.703703704	0.54
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	5	10	t	1	3.703703704	0.77
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	4	11	t	1	11.11111111	0.87
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	4	10	t	1	11.11111111	0.82
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	3	10	t	1	33.33333333	1.16
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	3	11	t	1	33.33333333	1.2
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	2	10	t	1	100.0	1.55
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Butylphenol"	"1638-22-8"	intermediate	100.0	mM	"09Apr2014.Plate.16"	2	11	t	1	100.0	1.22
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Chloro-2-methylphenol"	"1570-64-5"	intermediate	100.0	mM	"10Jun2015.Plate.20"	7	4	t	1	0.411666667	0.1
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Chloro-2-methylphenol"	"1570-64-5"	intermediate	100.0	mM	"10Jun2015.Plate.20"	7	5	t	1	0.411666667	0.08
CEETOX_H295R_ESTRADIOL	Estradiol	"4-Chloro-2-methylphenol"	"1570-64-5"	intermediate	100.0	mM	"10Jun2015.Plate.20"	6	5	t	1	1.234666667	0.1
