"spid"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
DMSO	"10Jun2015.Plate.3"	7	3	n	1	0.0	0.09
DMSO	"03Sep2014.Plate.8"	7	3	n	1	0.0	1.5
DMSO	"02Apr2014.Plate.32"	6	3	n	1	0.0	0.81
DMSO	"20130320.Plate.6"	6	3	n	1	0.0	0.097
DMSO	"04112017.Plate.13"	6	3	n	1	0.0	0.32
DMSO	"04112017.Plate.9"	6	3	n	1	0.0	0.24
DMSO	"04112017.Plate.3"	6	3	n	1	0.0	0.24
DMSO	"04112017.Plate.13"	7	3	n	1	0.0	0.32
DMSO	"04112017.Plate.9"	7	3	n	1	0.0	0.26
DMSO	"04112017.Plate.16"	6	3	n	1	0.0	0.32
DMSO	"04112017.Plate.3"	7	3	n	1	0.0	0.21
DMSO	"04112017.Plate.19"	6	3	n	1	0.0	0.3
DMSO	"04112017.Plate.16"	7	3	n	1	0.0	0.29
DMSO	"04112017.Plate.21"	6	3	n	1	0.0	0.28
DMSO	"04112017.Plate.8"	6	3	n	1	0.0	0.28
DMSO	"04112017.Plate.19"	7	3	n	1	0.0	0.28
DMSO	"04112017.Plate.12"	6	3	n	1	0.0	0.22
DMSO	"04112017.Plate.18"	6	3	n	1	0.0	0.32
DMSO	"04112017.Plate.21"	7	3	n	1	0.0	0.31
DMSO	"04112017.Plate.8"	7	3	n	1	0.0	0.43
DMSO	"04112017.Plate.15"	6	3	n	1	0.0	0.21
DMSO	"04112017.Plate.12"	7	3	n	1	0.0	0.23
DMSO	"04112017.Plate.1"	6	3	n	1	0.0	0.19
DMSO	"04112017.Plate.18"	7	3	n	1	0.0	0.3
DMSO	"04112017.Plate.11"	6	3	n	1	0.0	0.29
DMSO	"04112017.Plate.15"	7	3	n	1	0.0	0.28
DMSO	"04112017.Plate.20"	6	3	n	1	0.0	0.3
DMSO	"04112017.Plate.7"	6	3	n	1	0.0	0.27
DMSO	"04112017.Plate.5"	6	3	n	1	0.0	0.23
DMSO	"04112017.Plate.1"	7	3	n	1	0.0	0.21
DMSO	"04112017.Plate.11"	7	3	n	1	0.0	0.31
DMSO	"04112017.Plate.20"	7	3	n	1	0.0	0.34
DMSO	"04112017.Plate.7"	7	3	n	1	0.0	0.3
DMSO	"04112017.Plate.14"	6	3	n	1	0.0	0.3
DMSO	"04112017.Plate.5"	7	3	n	1	0.0	0.2
DMSO	"04112017.Plate.6"	6	3	n	1	0.0	0.18
DMSO	"04112017.Plate.4"	6	3	n	1	0.0	0.28
DMSO	"04112017.Plate.10"	6	3	n	1	0.0	0.23
DMSO	"04112017.Plate.14"	7	3	n	1	0.0	0.28
DMSO	"04112017.Plate.6"	7	3	n	1	0.0	0.23
DMSO	"04112017.Plate.17"	6	3	n	1	0.0	0.26
DMSO	"04112017.Plate.4"	7	3	n	1	0.0	0.27
DMSO	"04112017.Plate.10"	7	3	n	1	0.0	0.23
DMSO	"04112017.Plate.17"	7	3	n	1	0.0	0.31
DMSO	"04112017.Plate.22"	6	3	n	1	0.0	0.26
DMSO	"04112017.Plate.2"	6	3	n	1	0.0	0.15
DMSO	"04112017.Plate.22"	7	3	n	1	0.0	0.21
DMSO	"04112017.Plate.2"	7	3	n	1	0.0	0.18
