"spid"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
DMSO	"03Sep2014.Plate.4"	7	3	n	1	0.0	0.3
DMSO	"02Apr2014.Plate.6"	7	3	n	1	0.0	0.28
DMSO	"20130321.Plate.4"	7	3	n	1	0.0	0.34
DMSO	"04112017.Plate.17"	6	3	n	1	0.0	0.81
DMSO	"04112017.Plate.4"	7	3	n	1	0.0	0.8
DMSO	"04112017.Plate.17"	7	3	n	1	0.0	0.8
DMSO	"04112017.Plate.22"	6	3	n	1	0.0	0.66
DMSO	"04112017.Plate.2"	6	3	n	1	0.0	0.86
DMSO	"04112017.Plate.3"	7	3	n	1	0.0	0.82
DMSO	"04112017.Plate.8"	6	3	n	1	0.0	0.79
DMSO	"04112017.Plate.19"	6	3	n	1	0.0	0.75
DMSO	"04112017.Plate.13"	7	3	n	1	0.0	0.63
DMSO	"04112017.Plate.22"	7	3	n	1	0.0	0.78
DMSO	"04112017.Plate.16"	6	3	n	1	0.0	0.67
DMSO	"04112017.Plate.2"	7	3	n	1	0.0	0.87
DMSO	"04112017.Plate.21"	6	3	n	1	0.0	0.79
DMSO	"04112017.Plate.8"	7	3	n	1	0.0	0.77
DMSO	"04112017.Plate.19"	7	3	n	1	0.0	0.81
DMSO	"04112017.Plate.12"	6	3	n	1	0.0	0.84
DMSO	"04112017.Plate.16"	7	3	n	1	0.0	0.78
DMSO	"04112017.Plate.21"	7	3	n	1	0.0	0.74
DMSO	"04112017.Plate.15"	6	3	n	1	0.0	0.83
DMSO	"04112017.Plate.18"	6	3	n	1	0.0	0.72
DMSO	"04112017.Plate.12"	7	3	n	1	0.0	0.87
DMSO	"04112017.Plate.7"	6	3	n	1	0.0	0.78
DMSO	"04112017.Plate.15"	7	3	n	1	0.0	0.79
DMSO	"04112017.Plate.1"	6	3	n	1	0.0	0.78
DMSO	"04112017.Plate.5"	6	3	n	1	0.0	0.92
DMSO	"04112017.Plate.18"	7	3	n	1	0.0	0.8
DMSO	"04112017.Plate.11"	6	3	n	1	0.0	0.82
DMSO	"04112017.Plate.20"	6	3	n	1	0.0	0.73
DMSO	"04112017.Plate.7"	7	3	n	1	0.0	0.73
DMSO	"04112017.Plate.1"	7	3	n	1	0.0	0.8
DMSO	"04112017.Plate.6"	6	3	n	1	0.0	0.96
DMSO	"04112017.Plate.5"	7	3	n	1	0.0	0.92
DMSO	"04112017.Plate.11"	7	3	n	1	0.0	0.78
DMSO	"04112017.Plate.20"	7	3	n	1	0.0	0.9
DMSO	"04112017.Plate.14"	6	3	n	1	0.0	0.89
DMSO	"04112017.Plate.10"	6	3	n	1	0.0	0.86
DMSO	"04112017.Plate.6"	7	3	n	1	0.0	0.97
DMSO	"04112017.Plate.4"	6	3	n	1	0.0	0.79
DMSO	"04112017.Plate.14"	7	3	n	1	0.0	0.85
DMSO	"04112017.Plate.10"	7	3	n	1	0.0	0.94
DMSO	"04112017.Plate.9"	6	3	n	1	0.0	0.85
DMSO	"04112017.Plate.3"	6	3	n	1	0.0	0.84
DMSO	"04112017.Plate.13"	6	3	n	1	0.0	0.72
DMSO	"04112017.Plate.9"	7	3	n	1	0.0	0.76
